index,value,average
0,4785.0,12553.421052631578
1,13200.0,13200.0
2,10995.0,13378.578947368422
3,765.0,782.3684210526316
4,1161.0,2684.842105263158
5,996.0,996.0
index,value,average
0,10242.0,18823.894736842107
1,15657.0,15657.0
2,13602.0,16466.21052631579
3,3648.0,3665.3684210526317
4,2262.0,3827.5263157894738
5,2097.0,2097.0
index,value,average
0,16920.0,21742.736842105263
1,19323.0,19323.0
2,14307.0,18885.947368421053
3,3477.0,3494.3684210526317
4,165.0,1965.7894736842106
5,0.0,0.0
index,value,average
0,16920.0,21742.736842105263
1,19323.0,19323.0
2,14307.0,18885.947368421053
3,3477.0,3494.3684210526317
4,165.0,1965.7894736842106
5,0.0,0.0
