index,value,average
0,11436.0,15893.0
1,18509.0,18509.0
2,12678.0,14276.578947368422
3,1304.0,1321.3684210526317
4,1896.0,3108.1052631578946
5,1176.0,1176.0
index,value,average
0,11951.0,15415.736842105263
1,16995.0,16995.0
2,16023.0,16023.0
3,16023.0,16023.0
4,12022.0,14251.842105263158
5,8904.0,11017.105263157895
6,10596.0,10596.0
7,10596.0,10596.0
8,10596.0,10596.0
